TrialNumber,disparity_test,TestDisk_radius,TestPos_LorR,ran,order,key
1,0.3,2.181,left,1.0,0.0,left
2,0,2.181,left,1.0,1.0,left
3,-0.3,2.181,right,1.0,2.0,left
4,0.15,2.181,left,1.0,3.0,left
5,-0.15,2.181,left,1.0,4.0,left
6,-0.15,2.181,right,1.0,5.0,right
7,-0.3,2.181,left,1.0,6.0,left
8,0.15,2.181,right,1.0,7.0,left
9,0.3,2.181,right,1.0,8.0,left
10,0,2.181,right,1.0,9.0,left
